scenario,baseline_cost,optimized_cost,cost_pct_change,baseline_sus_spend,optimized_sus_spend,sus_spend_pct_change,baseline_sus_pct,optimized_sus_pct,sus_pct_pct_change,baseline_ghg,optimized_ghg,ghg_pct_change
s2_CKC,93.3674,92.93774904761905,-0.46017234321717565,25.5007,35.3476,38.614234119063404,27.312209614919126,38.0336304270601,39.2550473334258,253.02499593162,237.65893077137144,-6.072943546020739
