scenario,baseline_cost,optimized_cost,cost_pct_change,baseline_sus_spend,optimized_sus_spend,sus_spend_pct_change,baseline_sus_pct,optimized_sus_pct,sus_pct_pct_change,baseline_ghg,optimized_ghg,ghg_pct_change
s3_CKC,93.3674,84.01281095238095,-10.01911700188616,25.5007,34.0831,33.655546710482476,27.312209614919126,40.56893182555044,48.53771407564884,253.02499593162,206.57866736068857,-18.356419056512326
