scenario,baseline_cost,optimized_cost,cost_pct_change,baseline_sus_spend,optimized_sus_spend,sus_spend_pct_change,baseline_sus_pct,optimized_sus_pct,sus_pct_pct_change,baseline_ghg,optimized_ghg,ghg_pct_change
s1_CKC,93.3674,78.21481095238096,-16.228993254196908,25.5007,25.6876,0.7329210570690272,27.312209614919126,32.84237305852369,20.24795328380808,253.02499593162,220.9446060083419,-12.678743380732161
