scenario,meals,total_cost,sus_spend,sus_pct,total_ghg,cost_pct_change,sus_spend_pct_change,sus_pct_pct_change,ghg_pct_change
baseline,80,69.7186,35.5755,0.5102727249256296,219.80392454806,0,0,0,0
s1_C3,80,61.83486849673202,35.909499999999994,0.5807322126333594,197.16872710880708,-11.307931460568591,0.9388483647453897,13.80820182344628,-10.297904136968103
s2_C3,80,69.64395967320262,46.65365,0.669887958968985,218.05630944828118,-0.10705941713886823,31.139829376958865,31.280377383803685,-0.7950791157947216
s3_C3,80,64.70878908496732,40.250949999999996,0.6220321932952197,215.20117732075414,-7.185759488906366,13.142331098649347,21.901909098880157,-2.0940241339046097
